id_filme;title;data_lanc;budget;revenue;vote_average;vote_count;popularity;id_diretor
10564;Where the Heart Is;2000-04-27;15000000;33771174;6.9;155;6.857923;34481.0
947;Lawrence of Arabia;1962-12-10;15000000;69995385;7.8;851;41.286336;12238.0
24150;Halloween II;2009-08-28;15000000;39421467;5.1;267;12.929525;16848.0
228970;Wild;2014-12-05;15000000;52501541;7.0;951;42.952942;69371.0
18405;The Last House on the Left;2009-03-13;15000000;32721635;6.2;440;19.760383;94108.0
6961;The Wedding Date;2005-02-04;15000000;47175038;6.2;230;10.194097;51600.0
11442;Halloween: Resurrection;2002-07-01;13000000;37664855;4.5;228;11.045593;33341.0
2493;The Princess Bride;1987-09-18;16000000;30857814;7.6;1486;44.533612;3026.0
14047;The Great Debaters;2007-12-27;15000000;30226144;6.9;151;10.84158;5292.0
64690;Drive;2011-08-06;15000000;78054825;7.4;3725;49.294864;21183.0
11132;Confessions of a Teenage Drama Queen;2004-02-17;15000000;29331068;5.1;221;7.424798;58628.0
17127;The Object of My Affection;1998-04-17;15000000;46905889;5.6;72;5.164281;55476.0
1562;28 Weeks Later;2007-04-26;15000000;64238440;6.5;1197;34.759855;17597.0
232679;When the Game Stands Tall;2014-08-22;15000000;30127963;6.3;130;7.297757;52038.0
17880;Because of Winn-Dixie;2005-02-18;14000000;32645546;6.1;61;3.334804;39819.0
14736;Love & Basketball;2000-04-21;20000000;27728118;7.4;88;2.027393;71947.0
9434;Grosse Pointe Blank;1997-04-11;0;28084357;6.9;275;13.817269;58294.0
23706;All About Steve;2009-09-04;15000000;40105542;4.7;295;13.237835;78562.0
11531;Book of Shadows: Blair Witch 2;2000-10-27;0;0;4.3;212;3.890223;69237.0
9100;The Craft;1996-05-03;15000000;24769466;6.3;380;19.517239;41549.0
116;Match Point;2005-10-26;15000000;85306374;7.3;1105;30.669913;1243.0
38843;Ramona and Beezus;2010-07-23;0;0;6.1;245;9.681147;1223175.0
1245;The Remains of the Day;1993-11-05;11500000;23237911;7.5;202;15.355589;54441.0
4995;Boogie Nights;1997-09-11;15000000;43101594;7.5;796;19.85579;4762.0
10413;Nowhere to Run;1993-01-15;0;0;5.5;119;11.689337;57895.0
14012;Flicka;2006-10-20;15000000;21000000;6.1;52;3.043589;50460.0
9793;The Hills Have Eyes 2;2007-03-22;15000000;0;5.2;351;17.141376;58260.0
12212;Urban Legends: Final Cut;2000-09-19;14000000;38574362;4.4;100;8.885017;9039.0
13768;Tuck Everlasting;2002-10-11;0;0;6.4;128;4.115398;46297.0
8975;The Marine;2006-10-13;20000000;22165608;5.0;163;7.679336;56453.0
342521;Keanu;2016-04-21;15000000;20566327;6.0;421;18.268009;136153.0
45272;Country Strong;2010-12-22;15000000;20529194;5.9;80;7.809701;129718.0
9424;Disturbing Behavior;1998-07-24;15000000;17507368;5.5;104;9.378688;33316.0
97367;The Place Beyond the Pines;2013-03-20;15000000;35485608;6.8;1653;35.395129;139098.0
254904;The November Man;2014-08-27;15000000;32556119;6.0;639;45.317278;21370.0
18681;Eye of the Beholder;1999-09-04;15000000;0;5.3;42;4.302941;27889.0
12162;The Hurt Locker;2008-10-10;15000000;42000000;7.2;1840;47.006162;14392.0
11495;Firestarter;1984-05-11;15000000;17080167;5.9;173;11.379652;67753.0
64689;Killing Them Softly;2012-09-20;15000000;37930465;5.8;742;24.612603;37618.0
157849;A Most Wanted Man;2014-07-25;15000000;31554855;6.5;541;26.708193;45052.0
13166;Freddy Got Fingered;2001-04-18;0;0;4.6;115;8.710294;36423.0
15511;VeggieTales: The Pirates Who Don't Do Anything;2008-01-11;0;0;5.9;25;1.800119;78298.0
37003;U2 3D;2007-05-19;15000000;22730842;6.7;10;0.335195;11676.0
12211;Highlander: Endgame;2000-09-01;25000000;15843608;4.4;104;11.782725;71901.0
13816;Idlewild;2006-08-25;0;0;5.1;17;2.711955;75646.0
51828;One Day;2011-03-02;15000000;59389433;7.0;978;16.629173;1176.0
22798;Whip It;2009-09-13;15000000;16633035;6.7;357;20.05902;69597.0
7501;Knockaround Guys;2001-09-07;15000000;12000000;5.9;97;8.113634;16304.0
10743;Confidence;2003-04-25;0;0;6.4;126;9.87419;15890.0
37718;The Muse;1999-08-27;0;0;5.3;31;2.857936;13.0
15237;De-Lovely;2004-07-02;20000000;0;6.3;32;3.138118;11472.0
9686;New York Stories;1989-03-10;15000000;0;6.2;64;6.684096;1776.0
17644;Barney's Great Adventure;1998-01-01;0;0;2.9;8;0.722911;104507.0
97430;The Man with the Iron Fists;2012-11-02;15000000;15608545;5.2;358;17.672021;150.0
12257;Home Fries;1998-11-25;15000000;10443316;4.8;32;3.033471;15002.0
13539;Here On Earth;2000-03-23;0;0;5.4;48;3.313257;1219210.0
68;Brazil;1985-02-20;15000000;0;7.5;861;41.089863;280.0
14024;Raise Your Voice;2004-08-10;15000000;14867514;6.0;211;10.9071;129952.0
115;The Big Lebowski;1998-03-06;15000000;46189568;7.8;2926;49.230089;1223.0
7874;Black Snake Moan;2006-12-08;15000000;10903846;6.6;243;11.429607;53267.0
4911;Dark Blue;2002-12-14;15000000;9237470;6.5;85;6.373316;4037.0
1988;A Mighty Heart;2007-01-01;16000000;18928871;6.7;95;9.717392;172.0
16222;Whatever It Takes;2000-03-31;15000000;9902115;5.0;37;8.074807;161858.0
9557;Boat Trip;2002-10-01;20000000;8586376;4.7;146;7.034752;57962.0
9026;The Importance of Being Earnest;2002-05-17;0;0;6.7;127;7.250379;56710.0
57943;The Love Letter;1998-02-01;0;0;4.7;3;0.116873;29648.0
18276;Hoot;2006-05-05;0;0;5.5;44;7.712206;151232.0
8321;In Bruges;2008-02-08;15000000;34533783;7.4;1388;25.329493;54472.0
72359;Peeples;2013-05-09;15;0;5.6;26;5.112809;84124.0
10186;The Rocker;2008-08-20;15000000;8762890;5.6;156;13.832376;57630.0
25704;Post Grad;2009-08-21;15000000;6405245;5.0;100;7.446069;12058.0
133694;Promised Land;2012-09-23;15000000;8138788;6.0;243;13.568302;5216.0
19265;Whatever Works;2009-06-19;15000000;35097815;6.8;350;21.857387;1243.0
36047;The In Crowd;2000-07-19;15000000;5217498;4.7;15;0.249245;56263.0
8053;The Three Burials of Melquiades Estrada;2005-11-17;15000000;12036149;7.0;177;12.163832;2176.0
2290;Jakob the Liar;1999-09-16;0;0;6.0;90;8.962245;18204.0
5236;Kiss Kiss Bang Bang;2005-09-05;15000000;15785148;7.2;886;32.690038;1108.0
6552;Idle Hands;1999-04-30;25000000;4152230;6.1;182;8.583217;50719.0
1018;Mulholland Drive;2001-05-16;15000000;20117339;7.6;1477;31.60985;5602.0
10075;Blood and Chocolate;2007-01-26;0;0;5.4;87;12.295216;62872.0
38031;You Will Meet a Tall Dark Stranger;2010-05-23;22000000;0;5.8;251;12.4654;1243.0
42188;Never Let Me Go;2010-09-15;15000000;9455232;6.8;737;30.983397;57446.0
112430;The Company;2007-08-05;0;0;7.0;12;1.485324;30149.0
6687;Transsiberian;2008-01-18;15000000;5926410;6.5;195;11.428903;37948.0
13853;The Clan of the Cave Bear;1986-01-17;15000000;0;4.8;27;5.484679;1044.0
31306;Crazy in Alabama;1999-10-22;0;0;6.5;12;5.770246;3131.0
8461;Funny Games;2007-10-20;15000000;7938872;6.3;545;15.175289;6011.0
331592;Listening;2015-09-11;0;0;5.5;31;2.414721;1498767.0
47692;Felicia's Journey;1999-11-24;0;0;6.6;23;0.470645;56205.0
19;Metropolis;1927-01-10;92620000;650422;8.0;657;32.351527;68.0
10045;District B13;2004-11-09;12000000;9584131;6.5;565;17.493735;35453.0
400;Things to Do in Denver When You're Dead;1995-12-01;8000000;529766;6.7;85;6.932221;5501.0
253450;The Assassin;2015-08-27;15000000;632542;6.6;157;8.142166;64992.0
9104;Buffalo Soldiers;2001-09-08;15000000;0;6.5;93;6.329672;57030.0
11190;The Return;2003-06-25;0;0;7.4;100;7.744166;68519.0
16353;Ong Bak 2;2008-12-04;8500000;8936663;6.0;152;9.029489;57207.0
23759;Centurion;2010-02-15;12000000;6814789;5.9;386;22.708647;57581.0
24206;Silent Trigger;1996-06-26;15000000;76382;5.0;22;2.609057;52968.0
10185;The Midnight Meat Train;2008-08-07;15000000;3533227;6.0;290;19.913961;45996.0
75033;Winnie Mandela;2011-09-16;15000000;0;5.2;5;1.897761;16730.0
74536;The Son of No One;2011-11-04;15000000;0;4.8;92;7.701186;53935.0
31668;All The Queen's Men;2001-10-14;15000000;23000;6.1;7;1.833058;15115.0
13501;The Good Night;2007-01-25;15000000;20380;5.7;41;12.185204;122582.0
15208;Bathory: Countess of Blood;2008-07-04;0;0;5.6;31;2.500218;78001.0
172391;Khumba;2013-07-18;20000000;27187375;5.8;72;6.459787;1199049.0
262543;Automata;2014-10-09;7000000;0;5.6;670;49.808505;119953.0
9288;Dungeons & Dragons: Wrath of the Dragon God;2005-01-01;0;0;4.8;36;4.901936;21394.0
370980;Chiamatemi Francesco - Il Papa della gente;2015-12-03;15000000;0;7.3;12;0.738646;59911.0
20083;Shinjuku Incident;2009-03-22;15000000;0;6.7;65;5.294319;240150.0
40880;Pandaemonium;2001-06-29;0;0;4.5;2;0.165367;22669.0
137;Groundhog Day;1993-02-11;14600000;70906973;7.4;2301;52.744331;1524.0
264999;Magic Mike XXL;2015-07-01;14800000;122513057;6.3;706;29.660993;119665.0
454;Romeo + Juliet;1996-10-31;14500000;147298761;6.7;1374;41.493042;6201.0
53457;Sarah's Key;2010-09-16;10000000;17511906;7.2;196;10.072199;144519.0
288980;Freedom;2014-08-21;14500000;0;5.8;9;4.389363;1219769.0
33;Unforgiven;1992-08-07;14000000;159157447;7.7;1113;37.380435;190.0
1951;Manderlay;2005-05-16;14200000;674918;6.9;78;7.05145;42.0
12405;Slumdog Millionaire;2008-05-12;15000000;377910544;7.6;2827;59.258969;2034.0
10998;Fatal Attraction;1987-09-11;14000000;320145693;6.6;291;16.742972;7270.0
114;Pretty Woman;1990-03-23;14000000;463000000;7.0;1746;45.473484;1201.0
9396;Crocodile Dundee II;1988-05-19;0;239606210;5.5;303;15.474831;57594.0
319910;Broken Horses;2015-03-15;0;0;5.0;10;4.289676;99710.0
2604;Born on the Fourth of July;1989-12-20;14000000;161001698;6.7;395;25.949277;1152.0
864;Cool Runnings;1993-09-30;14000000;154864401;6.8;491;22.409117;12962.0
14435;My Bloody Valentine;2009-01-16;15000000;100734718;5.3;299;13.706357;27226.0
1931;Stomp the Yard;2007-05-16;13000000;75511123;6.1;88;6.92205;31119.0
691;The Spy Who Loved Me;1977-07-07;14000000;185438673;6.6;507;27.17347;10076.0
9877;Urban Legend;1998-09-25;14000000;72527595;5.6;290;12.159009;59958.0
62008;Good Deeds;2012-02-23;0;0;6.2;45;4.448494;80602.0
12227;White Fang;1991-01-18;14000000;34793160;6.5;135;13.13724;8876.0
13824;Superstar;1999-10-08;0;0;5.1;83;4.04701;73499.0
71688;The Iron Lady;2011-12-30;13000000;114956699;6.2;527;23.3784;71068.0
15173;Jonah: A VeggieTales Movie;2002-10-04;0;0;6.4;22;1.446172;78297.0
8291;Poetic Justice;1993-07-23;14000000;27515786;6.9;47;3.650857;6482.0
13950;All About the Benjamins;2002-03-08;14000000;25482931;5.8;48;5.102258;34453.0
12158;Vampire in Brooklyn;1995-10-27;14000000;19800000;4.5;111;6.772615;5140.0
11586;Exorcist II: The Heretic;1977-06-17;14000000;30749142;4.5;133;11.543363;19665.0
10008;An American Haunting;2005-05-05;0;0;5.3;142;7.436315;61921.0
2830;My Boss's Daughter;2003-08-21;14000000;0;4.4;180;14.813614;12987.0
12403;A Perfect Getaway;2009-06-08;14000000;22852638;6.2;351;20.792603;28239.0
34563;Our Family Wedding;2010-03-12;14000000;21409028;5.7;39;6.733485;51866.0
14557;Dead Man on Campus;1998-08-21;0;0;5.6;49;7.708227;111247.0
10368;Tea with Mussolini;1999-03-25;12000000;21001563;5.8;32;2.238646;24657.0
10280;Thinner;1996-10-25;0;0;5.5;124;7.866961;64796.0
12637;New York, New York;1977-06-21;0;0;6.1;67;3.876242;1032.0
34152;Crooklyn;1994-05-13;0;0;6.7;31;1.89218;5281.0
14434;I Think I Love My Wife;2007-03-16;11000000;13196245;5.0;55;4.536745;2632.0
11470;Jason X;2001-07-24;11000000;16951798;4.5;291;11.220643;69579.0
10741;Bobby;2006-09-05;0;0;6.4;119;11.706309;2880.0
24940;Head Over Heels;2001-02-02;14000000;10424470;5.3;73;4.66723;54050.0
82679;Fun Size;2012-10-25;14000000;11417362;5.5;134;7.487843;168798.0
2013;The Diving Bell and the Butterfly;2007-05-22;14000000;19777647;7.4;283;13.65494;7482.0
1440;Little Children;2006-10-06;26000000;14821658;6.9;240;11.942862;5010.0
18041;Gossip;2000-04-21;14000000;5108820;5.5;68;5.833687;19012.0
28029;A Walk on the Moon;1999-01-29;14000000;0;6.2;21;6.370267;3417.0
1123;Catch a Fire;2006-10-27;0;4291965;6.4;25;4.052219;13015.0
14033;Soul Survivors;2001-09-06;0;0;4.4;49;3.231848;56913.0
87729;Jefferson in Paris;1995-03-31;14000000;2474000;5.2;10;0.900442;54441.0
16899;Easy Virtue;2008-01-01;0;0;6.3;108;8.387573;27889.0
41317;Caravans;1978-11-02;0;0;5.8;1;0.633004;66222.0
245700;Mr. Turner;2014-10-31;0;5405500;6.3;204;9.242554;65452.0
37842;Wild Grass;2009-05-20;0;0;5.8;22;1.866443;11983.0
9045;Amen.;2002-02-13;0;0;7.1;75;5.930533;27436.0
44092;Reign of Assassins;2010-09-01;12000000;0;6.7;57;4.930129;11401.0
16005;The Lucky Ones;2008-09-26;0;0;6.3;55;8.747922;17329.0
44754;Margaret;2011-09-30;14000000;46495;6.1;86;4.898424;30711.0
23988;Stan Helsing;2009-10-27;108;0;4.0;97;7.410523;73833.0
43949;Flipped;2010-08-06;14000000;1755212;7.4;418;24.210698;3026.0
142;Brokeback Mountain;2005-09-02;14000000;178043761;7.5;1480;44.135568;1614.0
9603;Clueless;1995-07-19;12000000;0;6.9;803;16.051328;57434.0
10712;Far from Heaven;2002-09-01;13500000;29027914;6.9;144;9.982885;16863.0
243938;Hot Tub Time Machine 2;2015-02-20;14000000;12314651;5.0;354;16.618874;3227.0
10876;Quills;2000-11-22;13500000;7060876;6.8;128;7.261196;648.0
86838;Seven Psychopaths;2012-09-07;15000000;19422261;6.7;1206;32.306455;54472.0
25208;The Caveman's Valentine;2001-01-19;0;0;6.0;27;4.722403;51864.0
613;Downfall;2004-09-08;18339750;92180910;7.7;1037;32.445895;7832.0
1913;The Sea Inside;2004-09-03;12806000;38535221;7.2;219;17.363739;19840.0
97370;Under the Skin;2014-03-14;13300000;5380251;6.0;1102;29.782161;66728.0
801;Good Morning, Vietnam;1987-12-23;13000000;123922370;7.1;642;18.362333;8246.0
70829;The Last Godfather;2010-12-29;13400000;16700000;4.7;7;0.680753;64331.0
54518;Justin Bieber: Never Say Never;2011-02-11;13000000;98441954;4.8;154;6.735922;54507.0
44214;Black Swan;2010-12-02;13000000;327803731;7.3;4430;91.285683;6431.0
240;The Godfather: Part II;1974-12-20;13000000;47542841;8.3;3338;105.792936;1776.0
9816;Save the Last Dance;2001-01-12;13000000;91038276;6.3;352;9.969624;52038.0
10131;A Nightmare on Elm Street 4: The Dream Master;1988-08-19;7000000;72500000;5.8;281;17.113408;16938.0
339984;Miracles from Heaven;2016-03-17;16000000;77000000;6.7;186;10.248439;437833.0
8859;Dude, Where’s My Car?;2000-12-15;13000000;73180723;5.2;509;25.316146;56591.0
11967;Young Guns;1988-08-12;13000000;44726644;6.6;258;9.499325;56828.0
239563;St. Vincent;2014-10-09;13000000;54837234;7.1;763;43.791745;1141683.0
222899;About Last Night;2014-02-14;12500000;49002684;6.0;210;11.828068;3227.0
4951;10 Things I Hate About You;1999-03-30;16000000;53478166;7.3;1701;54.550275;40243.0
10985;The New Guy;2002-05-10;13000000;0;5.7;151;13.525704;7397.0
9644;National Lampoon's Loaded Weapon 1;1993-02-04;0;0;5.7;157;12.963328;56953.0
332567;The Shallows;2016-06-24;17000000;119100758;6.2;1567;60.829621;59521.0
1954;The Butterfly Effect;2004-01-22;13000000;96060858;7.3;2060;73.307513;20218.0
15489;Snow Day;2000-02-11;0;0;4.8;51;7.964289;58059.0
15250;This Christmas;2007-11-27;13000000;0;7.1;29;2.388918;76705.0
22345;Baby Geniuses;1999-03-12;12000000;36450736;3.3;75;4.580081;12698.0
9448;The Big Hit;1998-04-24;13000000;27007143;6.1;109;6.425528;58036.0
38223;Harriet the Spy;1996-07-10;12000000;0;5.7;46;4.63093;18320.0
11186;Child's Play 2;1990-11-09;13000000;35763605;5.8;308;16.681567;65678.0
136835;No Good Deed;2014-09-10;13200000;53830415;5.6;181;24.656068;134156.0
5876;The Mist;2007-11-21;18000000;57096190;6.7;1399;37.104353;4027.0
264660;Ex Machina;2015-01-21;15000000;36869414;7.6;4737;95.130041;2036.0
492;Being John Malkovich;1999-09-30;13000000;22863596;7.3;1101;27.546914;5953.0
25462;Two Can Play That Game;2001-09-07;6000000;0;6.6;17;2.27213;66116.0
238603;Earth to Echo;2014-06-14;13000000;45300000;5.7;290;17.371327;1101410.0
10691;Crazy/Beautiful;2001-06-29;13000000;16929123;6.6;96;6.130096;57082.0
1251;Letters from Iwo Jima;2006-12-19;19000000;68673228;7.2;541;24.47248;190.0
5172;The Astronaut Farmer;2006-10-15;13000000;11130889;6.2;123;6.764437;41887.0
58680;Woo;1998-05-08;13000000;8026971;5.5;10;1.750054;56714.0
264644;Room;2015-10-16;6000000;35401758;8.1;2757;66.11334;83281.0
14577;Dirty Work;1998-06-12;0;0;6.5;66;9.066881;72450.0
11592;Serial Mom;1994-04-13;13000000;7820688;6.4;135;6.170139;10367.0
16406;Dick;1999-08-04;13000000;27500000;5.7;67;4.742537;41549.0
19052;Light It Up;1999-11-04;0;0;6.6;7;1.212956;34692.0
3682;54;1998-08-28;13000000;16757163;5.5;135;11.880899;33541.0
9683;Bubble Boy;2001-08-24;0;0;5.1;163;10.131123;58518.0
2084;Birthday Girl;2001-09-06;13000000;0;6.1;103;5.831302;21339.0
107811;21 & Over;2013-03-01;13000000;48065672;5.7;737;35.522027;52114.0
2266;Paris, je t'aime;2006-05-16;13000000;4857367;6.8;207;10.573191;90.0
13074;Resurrecting the Champ;2007-06-14;0;0;5.9;60;4.898437;21526.0
144340;Admission;2013-03-21;13000000;18000000;5.4;304;17.632446;3289.0
48217;The Widow of Saint-Pierre;2000-01-01;0;0;6.7;11;1.780065;37626.0
28211;Chloe;2009-03-25;15000000;8459458;5.9;498;26.373864;56205.0
47502;Faithful;1996-04-03;13000000;9789900;4.8;4;1.647335;47773.0
9950;Find Me Guilty;2006-03-16;13000000;2636637;6.5;138;12.321302;39996.0
84892;The Perks of Being a Wallflower;2012-09-20;13000000;33400000;7.7;2968;43.444135;19311.0
24227;Excessive Force;1993-05-14;3000000;1200000;4.5;10;1.279106;82033.0
9672;Infamous;2006-11-16;13000000;1151330;6.4;60;3.680896;32983.0
44853;The Claim;2000-12-29;0;0;5.6;17;2.996284;172.0
157544;The Vatican Tapes;2015-07-24;13000000;1784763;4.6;243;10.475368;20193.0
59678;Attack the Block;2011-05-12;14350531;3964682;6.3;733;30.952377;155531.0
79777;In the Land of Blood and Honey;2011-12-23;10000000;303877;5.8;45;4.267466;11701.0
158011;The Call;2013-03-14;13000000;68572378;6.6;1257;34.532418;37948.0
407887;Operation Chromite;2016-07-27;0;0;5.8;29;6.116436;78866.0
17043;The Crocodile Hunter: Collision Course;2002-07-26;0;33082548;5.3;34;1.714972;944713.0
8952;I Love You Phillip Morris;2009-01-18;13000000;10652035;6.4;503;19.664699;56411.0
62204;Quest for Fire;1981-12-15;12000000;55260558;7.1;109;6.537986;2352.0
13435;Antwone Fisher;2002-12-19;12500000;23367586;6.7;137;13.349012;5292.0
17187;The Emperor's Club;2002-11-22;0;0;6.9;96;6.796079;52405.0
319;True Romance;1993-09-09;12500000;12281551;7.5;749;35.268557;893.0
59457;Womb;2010-07-15;3100000;0;5.9;92;7.453347;227936.0
9504;Glengarry Glen Ross;1992-09-15;12500000;10725228;7.5;323;13.939054;15890.0
37414;The Killer Inside Me;2010-02-19;13000000;0;6.0;173;11.892615;172.0
6217;Cat People;1982-04-02;0;0;6.0;94;5.69872;1035.0
26688;Sorority Row;2009-09-09;12500000;27206120;5.4;177;8.780512;130837.0
43867;The Prisoner of Zenda;1937-09-03;0;0;8.4;11;4.021389;31497.0
6615;Lars and the Real Girl;2007-10-12;12000000;11293663;7.1;509;15.817096;50767.0
14574;The Boy in the Striped Pyjamas;2008-05-07;12500000;20416563;7.7;1451;34.821223;55299.0
16;Dancer in the Dark;2000-05-17;12800000;40031879;7.6;377;22.022228;42.0
39780;Oscar and Lucinda;1997-12-31;0;0;6.2;25;0.139384;58094.0
21612;The Funeral;1996-01-26;12500000;1227324;7.3;31;2.950618;39104.0
36691;Solitary Man;2009-09-07;15000000;5024782;5.8;84;7.497306;16304.0
23631;Machete;2010-09-01;20000000;31327899;6.3;1150;26.396191;2294.0
45324;Casino Jack;2010-09-16;12500000;1083683;6.0;94;6.546037;37852.0
12144;The Land Before Time;1988-11-18;12300000;84460846;7.0;640;28.670193;40345.0
11658;Tae Guk Gi: The Brotherhood of War;2004-02-05;0;15;7.4;133;9.572705;64883.0
56601;The Perfect Game;2010-04-01;12500000;3878993;6.3;30;0.903529;56506.0
9552;The Exorcist;1973-12-26;8000000;441306145;7.5;2005;47.584643;15175.0
578;Jaws;1975-06-18;7000000;470654000;7.5;2542;50.152327;488.0
2105;American Pie;1999-07-09;11000000;235483004;6.4;2296;60.767168;3288.0
126319;Ernest & Celestine;2012-12-12;12516654;8109160;7.6;142;11.103202;126597.0
10136;The Golden Child;1986-12-12;25000000;79817939;5.6;304;15.26213;12964.0
67660;Think Like a Man;2012-04-16;12000000;96070507;6.9;281;6.035152;20400.0
10611;Barbershop;2002-04-01;12000000;75781642;6.2;137;10.297189;20400.0
154;Star Trek II: The Wrath of Khan;1982-06-03;12000000;96800000;7.3;675;22.434102;1788.0
3049;Ace Ventura: Pet Detective;1994-02-04;15000000;107217396;6.4;1648;41.249004;4499.0
860;WarGames;1983-06-03;12000000;79567667;7.0;504;23.161754;12840.0
9281;Witness;1985-02-08;12000000;68706993;7.0;375;19.195399;2690.0
75674;Act of Valor;2012-02-24;12000000;81272766;6.3;417;21.958055;90429.0
9762;Step Up;2006-08-11;12000000;114194847;6.7;1060;45.477802;29214.0
3179;Beavis and Butt-Head Do America;1996-12-15;12000000;0;6.5;168;12.60629;17403.0
184;Jackie Brown;1997-12-24;12000000;39673162;7.3;1514;40.631671;138.0
13335;Harold & Kumar Escape from Guantanamo Bay;2008-04-25;12000000;43493123;6.2;497;26.219598;68843.0
76726;Chronicle;2012-02-01;15000000;145000000;6.6;1935;64.504747;934803.0
10269;Yentl;1983-11-18;12000000;30400000;6.2;51;3.389249;10400.0
36819;Time Bandits;1981-07-13;5000000;42365581;6.6;249;14.779537;280.0
17130;Crossroads;2002-02-15;12000000;61141030;4.7;158;6.703319;57691.0
57214;Project X;2012-03-01;12000000;100000000;6.5;1564;49.070321;1299380.0
11202;Patton;1970-01-25;12000000;89800000;7.3;323;21.933822;13265.0
9357;One Hour Photo;2002-08-21;12000000;52223306;6.6;435;20.624896;57446.0
13812;Quarantine;2008-10-10;12000000;40855419;5.5;339;8.083995;77147.0
9030;The Eye;2008-02-01;12000000;56309766;5.5;281;11.135734;56735.0
19084;Johnson Family Vacation;2004-04-07;12000000;31179516;4.7;30;4.623609;234818.0
8386;How High;2001-12-21;12000000;31155435;6.3;218;11.510281;54584.0
10437;The Muppet Christmas Carol;1992-12-10;0;27281507;7.2;212;15.085981;65298.0
1360;Frida;2002-08-29;12000000;56298474;7.3;383;18.422327;16391.0
101267;Katy Perry: Part of Me;2012-06-28;12000000;32726956;6.5;85;8.410688;1027017.0
222935;The Fault in Our Stars;2014-05-16;12000000;307166834;7.6;3759;74.358971;1053420.0
10220;Rounders;1998-09-11;12000000;22921898;6.9;439;18.422008;21053.0
284296;Top Five;2014-12-12;0;25434291;6.3;210;15.896312;2632.0
31915;Prophecy;1979-01-01;12000000;54000000;5.4;25;8.61659;13776.0
11601;Stir of Echoes;1999-09-10;12000000;21133087;6.5;330;6.044161;508.0
205220;Philomena;2013-11-01;12000000;100129872;7.4;579;29.019504;3224.0
11354;The Upside of Anger;2005-01-23;0;0;6.4;72;6.2464;24173.0
16241;The Boys from Brazil;1978-10-05;0;0;6.6;101;5.315213;13265.0
14191;Aquamarine;2006-03-03;12000000;23006849;5.8;364;16.931846;1223175.0
286565;Paper Towns;2015-06-18;12000000;85512300;6.1;1937;64.610671;836732.0
26710;My Baby's Daddy;2004-01-09;0;51;4.3;15;4.480167;232937.0
129670;Nebraska;2013-09-21;12000000;17654912;7.4;636;29.223881;13235.0
9059;Tales from the Crypt: Demon Knight;1995-01-13;0;0;6.7;94;7.710797;15521.0
34549;Max Keeble's Big Move;2001-10-05;12000000;17292381;5.4;33;1.081822;49903.0
57157;Young Adult;2011-12-16;12000000;22939027;5.6;364;16.183746;52443.0
1948;Crank;2006-08-31;12000000;42931041;6.6;1151;47.992817;20192.0
28353;Def Jam's How to Be a Player;1997-08-06;0;13960203;5.3;8;1.20245;229097.0
46889;Living Out Loud;1998-10-30;12000000;12902790;5.3;11;0.700792;2163.0
38093;Just Wright;2010-05-14;0;21520719;6.1;99;10.409253;64140.0
14976;Rachel Getting Married;2008-10-03;0;0;6.1;163;14.345428;16294.0
11027;The Postman Always Rings Twice;1981-03-20;12000000;0;6.4;110;6.803763;19450.0
3635;Girl with a Pearl Earring;2003-08-31;0;31466789;6.4;377;19.944479;16785.0
387;Das Boot;1981-09-16;14000000;85000000;7.9;613;26.967494;5231.0
6020;Sorority Boys;2002-03-22;12000000;0;4.6;47;3.444542;486.0
122906;About Time;2013-08-16;0;87100449;7.8;2067;74.817641;7018.0
9550;House of Flying Daggers;2004-05-19;0;92863945;7.1;439;21.064082;607.0
60599;Arbitrage;2012-09-14;12000000;35485056;6.1;294;16.40512;81856.0
227719;Project Almanac;2015-01-30;12000000;32248241;6.4;933;32.940597;1099862.0
14299;Cadillac Records;2008-12-05;12000000;0;6.9;86;13.427427;81727.0
19419;Screwed;2000-05-12;0;0;4.9;23;5.359381;7130.0
12088;Fortress;1992-09-30;8000000;6739141;5.7;168;8.708229;27991.0
14799;For Your Consideration;2006-11-22;12000000;5542025;5.9;43;4.330428;13524.0
9466;Celebrity;1998-09-07;0;0;6.0;111;7.594593;1243.0
7510;Running with Scissors;2006-10-27;12000000;6754898;5.8;78;4.770195;52779.0
31246;From Justin to Kelly;2003-06-20;12000000;4922166;3.0;23;1.623338;64815.0
61752;Girl 6;1996-03-22;12000000;4939939;5.7;16;2.993939;5281.0
10944;In the Cut;2003-09-09;12000000;23;4.6;89;10.536092;10757.0
10362;Two Lovers;2008-11-19;12000000;3148182;6.6;154;8.290636;20561.0
14778;Last Orders;2001-09-10;0;0;6.0;22;3.603842;64061.0
1255;The Host;2006-07-27;11000000;88489643;6.7;537;27.65527;21684.0
45226;The Pursuit of D.B. Cooper;1981-11-13;0;0;6.8;4;1.379643;1724.0
10212;Ravenous;1999-03-16;12000000;0;6.9;141;9.164386;42617.0
8669;Charlie Bartlett;2008-02-22;12000000;0;6.5;225;9.779444;10395.0
179144;The Great Beauty;2013-05-21;12400000;8371085;7.3;720;32.523573;56194.0
16857;The Dangerous Lives of Altar Boys;2002-06-14;0;0;6.4;53;2.24888;42518.0
86825;Stoker;2013-02-28;12000000;12077441;6.5;882;27.322212;10099.0
844;2046;2004-05-20;12000000;19271312;6.9;206;12.664787;12453.0
8060;Married Life;2007-09-12;12000000;0;6.1;38;3.004432;53708.0
